average_flux,air_temp_avg,deep_soil_temp,mid_soil_temp,shallow_soil_temp,soil_moisture,light,time
0.86946,9.7644,8.2597,8.4191,8.8449,0.079222,29.078,699.33
0.93062,9.47,8.5391,8.6562,9.0008,0.096125,22.203,699.38
1.3331,9.3225,8.798,8.9859,9.2573,0.11061,102.04,699.42
1.1638,9.2304,9.0447,9.1089,9.4419,0.12331,45.652,699.46
1.2311,9.42,9.1777,9.2248,9.4495,0.12817,55.467,699.5
1.4645,9.4256,9.2107,9.2541,9.4605,0.12793,38.823,699.54
1.5071,9.7422,9.2511,9.3128,9.5324,0.13083,34.819,699.58
1.2187,9.0408,9.3004,9.2467,9.4531,0.14421,13.661,699.63
1.0806,7.3967,9.0082,8.5479,8.6012,0.15189,4.9111,699.67
1.2573,7.4717,8.7922,8.4099,8.472,0.14133,1.3,699.71
1.2333,8.23,8.7169,8.4374,8.4958,0.13917,1.3,699.75
1.2385,7.83,8.6677,8.353,8.4899,0.13925,1.3,699.79
1.522,7.7856,8.6183,8.2836,8.4314,0.13483,1.3,699.83
0.94432,6.62,8.4281,7.8949,7.9305,0.16008,1.3,699.88
0.58999,6.1483,8.0258,7.1401,7.1417,0.17717,1.3,699.92
0.74596,6.8944,7.4315,6.9306,6.5141,0.16218,1.3,699.96
0.70619,6.4542,7.3234,6.9662,6.8445,0.17433,1.3,700
0.42692,4.78,6.9943,6.3843,6.1612,0.1806,1.3,700.04
0.87824,4.4078,6.7811,6.2114,6.1004,0.16411,1.3,700.08
1.1805,2.1375,6.7277,5.7659,5.9197,0.15329,1.3,700.13
1.3578,1.7553,6.5712,5.545,5.7068,0.14811,1.3,700.17
1.4721,1.17,6.4444,5.2903,5.5225,0.14508,1.3,700.21
1.3868,0.73,6.2937,5.0261,5.2854,0.143,1.3,700.25
1.3376,0.43056,6.1287,4.8081,5.0869,0.14168,8.8868,700.29
1.2842,0.2275,6.0111,4.6248,4.9732,0.14044,52.689,700.33
1.2157,-0.11313,5.8891,4.4656,4.7892,0.1395,38.123,700.38
1.1399,-0.3975,5.7384,4.3408,4.6031,0.13889,64.564,700.42
1.0898,-0.56312,5.6518,4.2798,4.5767,0.13853,80.172,700.46
1.162,-0.61,5.6076,4.2627,4.6172,0.13833,83.383,700.5
1.119,-0.56,5.5617,4.4596,4.6325,0.13747,236.44,700.54
1.0783,-0.585,5.6806,4.4618,4.8622,0.137,74.842,700.58
1.028,-0.61,5.5405,4.1716,4.4987,0.13658,29.425,700.63
0.9449,-0.485,5.3881,4.0539,4.3412,0.1365,27.689,700.67
1.0271,-0.5975,5.2879,3.8746,4.1996,0.13621,1.3,700.71
1.1343,-0.7225,5.1387,3.6604,4.0097,0.1355,1.3,700.75
1.1295,-0.9475,5.0006,3.5063,3.8513,0.1355,1.3,700.79
0.98379,-1.035,4.8785,3.3661,3.709,0.13539,1.3,700.83
0.89169,-1.4538,4.7426,3.0984,3.5001,0.135,1.3,700.88
0.77812,-2.4008,4.501,2.7728,3.1281,0.13472,1.3,700.92
0.88375,-2.8872,4.2691,2.5274,2.813,0.1345,1.3,700.96
0.81412,-3.37,4.0758,2.3108,2.5469,0.134,1.3,701
0.7584,-4.33,3.9029,2.1059,2.3136,0.134,1.3,701.04
0.7422,-4.33,3.7411,1.9403,2.152,0.13361,1.3,701.08
0.78838,-4.33,3.6071,1.7899,1.9995,0.1335,1.3,701.13
0.81978,-4.33,3.4798,1.6071,1.8774,0.13322,1.3,701.17
0.67119,-4.33,3.3614,1.4605,1.7626,0.133,1.3,701.21
0.69152,-4.5342,3.2603,1.288,1.6451,0.13283,1.3,701.25
0.68606,-4.5682,3.1653,1.1658,1.5524,0.1325,12.602,701.29
0.77707,-4.33,3.0846,1.1333,1.4841,0.13233,28.175,701.33
0.74585,-2.8348,3.0202,1.2886,1.4539,0.13229,42.029,701.38
0.63604,-0.18667,2.9881,1.5954,1.4966,0.132,404.01,701.42
0.8807,3.4095,3.044,2.0468,1.8147,0.1325,979.13,701.46
0.71318,6.2842,3.5337,2.7436,3.1925,0.13333,602.97,701.5
0.87762,6.7508,3.9003,3.2336,3.5745,0.13308,383.64,701.54
0.80484,6.6883,4.0533,3.1112,3.7166,0.13344,97.897,701.58
0.78362,6.1242,4.1831,3.3541,3.8035,0.13312,149.63,701.63
0.68414,2.9808,4.2455,3.1776,3.7527,0.13267,26.022,701.67
0.72723,0.57722,4.1142,2.6855,3.3048,0.133,1.3,701.71
1.1779,0.1775,3.9213,2.3757,2.9039,0.1325,1.3,701.75
0.86211,-0.61,3.7601,2.2635,2.6366,0.13297,1.3,701.79
0.85013,-0.61,3.6189,2.1214,2.4919,0.13272,1.3,701.83
0.88837,-0.61,3.5173,2.0254,2.35,0.13221,1.3,701.88
0.82017,-0.61,3.4189,1.9324,2.2425,0.132,1.3,701.92
0.81457,-0.61,3.3265,1.8587,2.1244,0.132,1.3,701.96
0.79629,-0.61,3.2541,1.7817,2.0273,0.13167,1.3,702
0.88507,-0.61,3.1811,1.7295,1.9724,0.1315,1.3,702.04
0.80388,-0.4475,3.1131,1.692,1.9062,0.13156,1.3,702.08
0.8806,0.065,3.0586,1.66,1.864,0.13183,1.3,702.13
0.88778,0.015,3.011,1.6171,1.8238,0.13161,1.3,702.17
0.84241,-0.11312,2.9656,1.5846,1.7998,0.13156,1.3,702.21
0.88045,0.14,2.9191,1.5602,1.7582,0.13183,1.3,702.25
0.88541,0.29,2.8895,1.5457,1.7393,0.13194,13.053,702.29
0.87376,0.65667,2.8611,1.5616,1.7364,0.1315,27.481,702.33
0.58494,2.5044,2.8536,1.6145,1.7611,0.13142,40.883,702.38
0.62953,6.9436,2.8977,2.1391,1.9843,0.13139,410.19,702.42
0.7617,14.153,3.435,3.9775,3.6694,0.1315,1043,702.46
0.84575,17.805,4.5107,5.9496,5.9357,0.132,612.55,702.5
0.57923,17.594,5.472,7.0438,6.8374,0.13203,386.63,702.54
0.9068,17.14,5.8771,7.0082,7.0163,0.1315,100.4,702.58
0.69574,13.47,6.0943,6.8511,7.0421,0.1315,145.78,702.63
0.8154,9.2575,6.1372,6.2333,6.6968,0.13111,26.022,702.67
0.8136,6.5158,5.9418,5.4997,5.9629,0.13103,1.3,702.71
0.77612,4.92,5.6615,4.92,5.3252,0.131,1.3,702.75
0.82871,4.1101,5.3915,4.4633,4.8187,0.131,1.3,702.79
0.92849,3.6803,5.1251,4.0875,4.3943,0.131,1.3,702.83
1.0866,3.0475,4.8952,3.77,4.0704,0.131,1.3,702.88
0.93926,2.8183,4.6907,3.4711,3.7679,0.131,1.3,702.92
0.7299,2.4212,4.4951,3.2298,3.5073,0.131,1.3,702.96
0.59804,2.03,4.3097,3.0038,3.2838,0.131,1.3,703
0.64031,2.0121,4.1466,2.8172,3.089,0.131,1.3,703.04
0.5845,2.0539,4.006,2.696,2.9251,0.131,1.3,703.08
0.81379,2.6123,3.8823,2.6206,2.8108,0.131,1.3,703.13
0.91187,2.5078,3.7738,2.4991,2.7083,0.131,1.3,703.17
0.71738,2.3585,3.6604,2.3623,2.5769,0.13103,1.3,703.21
0.56003,1.9583,3.5713,2.215,2.4655,0.13083,1.3,703.25
0.55818,1.3462,3.4516,2.0643,2.3212,0.13097,13.418,703.29
0.56632,2.3047,3.3729,2.1681,2.3172,0.13067,29.633,703.33
0.89264,4.9156,3.3786,2.6183,2.467,0.1305,41.196,703.38
0.75229,9.9122,3.5781,3.7855,3.2104,0.13061,405.26,703.42
0.84535,15.881,4.4021,5.8949,5.4086,0.1305,1036.4,703.46
1.0061,19.742,5.6772,7.6264,7.6811,0.1305,627.76,703.5
0.72234,21.399,6.576,8.5521,8.2857,0.13047,381.09,703.54
0.73821,20.982,6.9408,8.4904,8.3919,0.13011,100.74,703.58
1.0585,16.204,7.1314,8.2358,8.332,0.13,127.86,703.63
0.72085,13.617,7.1524,7.7459,7.9641,0.13,24.772,703.67
1.0838,10.549,6.9808,7.0592,7.3329,0.13,1.3,703.71
0.95869,13.795,6.7561,6.974,6.8211,0.13,1.3,703.75
0.86608,15.606,6.6619,7.0581,6.778,0.13,1.3,703.79
0.99536,13.659,6.6196,6.8236,6.7042,0.12994,1.3,703.83
0.97008,10.527,6.5374,6.4498,6.4994,0.1295,1.3,703.88
0.78585,9.1275,6.4048,6.1601,6.2379,0.12961,1.3,703.92
0.74899,8.5356,6.2767,5.911,6.009,0.12953,1.3,703.96
0.68456,7.5967,6.1347,5.6429,5.7711,0.1295,1.3,704
0.88171,7.0243,5.9953,5.4404,5.5734,0.1295,1.3,704.04
0.92412,6.1061,5.8596,5.132,5.3316,0.1295,1.3,704.08
0.70221,5.3146,5.6794,4.8059,5.0434,0.1295,1.3,704.13
0.96027,4.6167,5.491,4.5368,4.7688,0.12933,1.3,704.17
0.81699,4.2521,5.325,4.2942,4.5221,0.12944,1.3,704.21
1.0284,4.15,5.1617,4.1135,4.3323,0.1295,1.3,704.25
0.91377,4.1617,5.0203,4.0074,4.1787,0.1295,14.807,704.29
0.76953,5.4228,4.9654,4.1906,4.2424,0.1295,28.661,704.33
0.75829,7.3192,4.9854,4.6544,4.4493,0.1295,79.685,704.38
0.99981,13.241,5.2416,5.9107,5.3008,0.12939,416.92,704.42
0.94703,18.979,5.9955,7.8363,7.2648,0.1295,573.99,704.46
1.0947,22.348,7.1093,9.2549,9.0823,0.1295,628.59,704.5
0.54365,19.144,7.8278,9.5174,9.3608,0.12903,386.2,704.54
1.0963,17.816,7.9756,9.1411,9.0622,0.129,107.2,704.58
1.0481,16.974,8.0078,8.925,8.8804,0.129,106.61,704.63
0.66801,12.297,7.9523,8.2579,8.5266,0.129,25.606,704.67
0.82865,9.1108,7.7067,7.4461,7.8073,0.12897,1.3,704.71
0.79778,7.0633,7.3786,6.7731,7.1221,0.129,1.3,704.75
0.78821,5.81,7.024,6.2013,6.5146,0.129,1.3,704.79
0.71531,5.0344,6.7031,5.7347,6.0316,0.12878,1.3,704.83
0.88353,4.15,6.4097,5.2754,5.5827,0.12858,1.3,704.88
0.86861,3.74,6.1141,4.9414,5.2118,0.12889,1.3,704.92
0.88527,3.0972,5.8585,4.6032,4.8891,0.129,1.3,704.96
1.0609,2.89,5.6265,4.3143,4.6011,0.129,1.3,705
1.4035,2.89,5.4111,4.1518,4.3717,0.129,1.3,705.04
1.2689,3.0067,5.2643,4.0277,4.2668,0.129,1.3,705.08
0.92835,2.5137,5.1076,3.8061,4.0804,0.129,1.3,705.13
0.62874,2.03,4.9399,3.5804,3.8724,0.12878,1.3,705.17
0.97032,2.46,4.8008,3.5425,3.7397,0.129,1.3,705.21
1.3584,2.89,4.6913,3.4946,3.7012,0.129,1.3,705.25
1.2128,2.9979,4.6163,3.5022,3.6445,0.12921,17.446,705.29
0.81206,4.325,4.6084,3.7699,3.8403,0.12911,57.619,705.33
0.80891,5.8527,4.714,4.2316,4.1839,0.12892,79.946,705.38
0.83929,11.001,4.9514,5.2884,4.853,0.12883,399.22,705.42
0.76946,15.084,5.6012,6.843,6.3989,0.12876,1031.4,705.46
0.85549,13.735,6.4262,7.3097,7.5563,0.12867,297.97,705.5
0.66739,13.819,6.8366,7.9098,7.747,0.12853,389.13,705.54
0.73479,12.613,7.0425,7.7259,7.7533,0.1285,110.33,705.58
0.79139,11.551,7.0795,7.4369,7.5912,0.1285,89.217,705.63
0.90836,9.7836,7.0098,6.9648,7.2098,0.1285,26.578,705.67
0.72463,7.5217,6.8215,6.4467,6.7146,0.12853,1.3347,705.71
0.85309,5.81,6.593,6.1517,6.2818,0.1285,1.3,705.75
0.72488,4.99,6.428,5.8196,6.0677,0.12826,1.3,705.79
0.89164,5.4,6.3376,5.857,6.0157,0.1285,1.3,705.83
0.86791,5.4,6.3099,5.8676,6.0517,0.1285,1.3,705.88
0.82933,5.4,6.2989,5.8608,6.0626,0.12911,1.3,705.92
0.77192,5.3459,6.2759,5.8125,6.0354,0.13643,1.3,705.96
0.62869,5.3658,6.2472,5.8097,5.9931,0.14967,1.3,706
0.65414,5.2178,6.2301,5.7717,5.9474,0.15628,1.3,706.04
0.62454,5.1267,6.1955,5.725,5.8946,0.16528,1.3,706.08
0.80714,4.9638,6.1399,5.6321,5.776,0.17117,1.3,706.13
0.76594,4.99,6.0643,5.561,5.6594,0.178,1.3,706.17
0.77434,4.99,5.9826,5.5006,5.5655,0.18485,1.3,706.21
0.61677,5.3658,5.9156,5.5023,5.5029,0.187,1.3,706.25
0.60351,5.4,5.8774,5.5032,5.5276,0.18028,1.5431,706.29
0.7568,5.4,5.8946,5.6054,5.6005,0.17972,35.328,706.33
0.72932,5.3146,5.9507,5.7009,5.7417,0.18458,44.79,706.38
0.73531,3.74,5.9694,5.5785,5.736,0.18261,46.369,706.42
0.65531,2.89,5.9504,5.5454,5.6861,0.17396,134.22,706.46
0.8394,2.89,5.9545,5.6566,5.738,0.16833,218.38,706.5
0.77288,2.8363,6.0164,5.5217,5.7806,0.16453,60.276,706.54
0.8547,2.7347,5.9864,5.507,5.7321,0.16306,91.508,706.58
0.78476,2.5137,5.9251,5.2645,5.5256,0.169,36.977,706.63
0.83367,2.2331,5.7336,4.9429,5.1528,0.16833,4.425,706.67
0.67321,1.8897,5.5752,4.7217,4.9702,0.16485,1.3,706.71
1.3191,0.91333,5.4254,4.4541,4.7473,0.16217,1.3,706.75
1.1366,0.61694,5.2767,4.2103,4.5196,0.15994,1.3,706.79
1.0993,0.265,5.1116,3.985,4.2912,0.15844,1.3,706.83
0.9937,0.29,4.9748,3.8376,4.1262,0.15704,1.3,706.88
0.93843,0.0025,4.8117,3.4426,3.8498,0.156,1.3,706.92
1.0538,-0.55063,4.6018,3.1218,3.5682,0.15594,1.3,706.96
0.93196,-0.61,4.2855,2.7999,3.0695,0.1555,1.3,707
0.83743,-0.61,4.0787,2.6275,2.8694,0.15521,1.3,707.04
0.72478,-0.6475,3.9391,2.5418,2.8093,0.155,1.3,707.08
0.83307,-1.0413,3.8564,2.4907,2.792,0.1545,1.3,707.13
0.97423,-1.335,3.7864,2.4586,2.7724,0.15356,1.3,707.17
0.88419,-1.085,3.739,2.4463,2.766,0.15308,1.3,707.21
0.86166,-1.51,3.6999,2.4253,2.7353,0.15267,1.3,707.25
0.93964,-1.06,3.6553,2.4034,2.7232,0.152,1.3,707.29
0.6733,-1.06,3.6196,2.3869,2.7059,0.15178,9.2167,707.33
0.78689,-0.61,3.5943,2.3791,2.6963,0.151,34.06,707.38
1.0995,-0.61,3.5672,2.3746,2.6868,0.15122,50.189,707.42
1.0787,-0.61,3.5236,2.3257,2.6416,0.15053,19.807,707.46
0.8674,-0.61,3.4765,2.2754,2.6062,0.1505,16.508,707.5
0.78958,-1.06,3.4381,2.2479,2.5658,0.1505,17.845,707.54
0.80338,-0.61,3.4112,2.2121,2.5256,0.1505,28.383,707.58
0.99699,0.074375,3.3691,2.1859,2.5023,0.15037,23.904,707.63
0.88968,-0.435,3.3318,2.1583,2.4668,0.15044,1.3,707.67
0.98431,-0.61,3.2944,2.1255,2.4295,0.15053,1.3,707.71
0.80533,-0.61,3.2672,2.1018,2.4058,0.1505,1.3,707.75
1.07,-0.635,3.2251,2.0648,2.3806,0.15076,1.3,707.79
0.6568,-1.185,3.2045,2.0535,2.3653,0.15089,1.3,707.83
0.71709,-1.51,3.1747,2.0318,2.3531,0.151,1.3,707.88
0.77511,-1.51,3.1525,2.0174,2.3308,0.151,1.3,707.92
0.93297,-1.51,3.1265,1.9981,2.3068,0.151,1.3,707.96
0.71685,-1.4725,3.1108,1.9795,2.2787,0.15133,1.3,708
0.91947,-1.9808,3.0772,1.9629,2.2741,0.1515,1.3,708.04
0.67729,-2.2311,3.0575,1.9471,2.2522,0.1515,1.3,708.08
0.76251,-2.4106,3.0314,1.9229,2.2387,0.1515,1.3,708.13
0.86036,-2.3356,3.0144,1.9128,2.2236,0.1515,1.3,708.17
0.74124,-1.51,3.0011,1.8981,2.206,0.15192,1.3,708.21
0.92467,-1.5867,2.9761,1.8839,2.1895,0.15183,1.3,708.25
0.84667,-2.3127,2.9557,1.8624,2.1651,0.15171,3.0708,708.29
0.66384,-1.06,2.951,1.8561,2.1583,0.15211,34.425,708.33
0.84479,-1.135,2.9269,1.8316,2.1517,0.15217,26.04,708.38
0.94912,-0.7225,2.918,1.8337,2.1383,0.152,106.37,708.42
0.89104,-1.0475,2.8952,1.8111,2.1311,0.152,52.29,708.46
0.74359,0.62,2.8945,1.8236,2.136,0.152,644.01,708.5
0.6621,0.63833,2.8708,1.7783,2.1106,0.15247,330.41,708.54
0.59807,0.84,2.8568,1.7723,2.0922,0.1525,169.91,708.58
0.57035,0.7025,2.8513,1.7681,2.0774,0.1525,126.56,708.63
0.76651,0.065,2.8193,1.7447,2.0536,0.15256,43.939,708.67
0.81636,-0.46313,2.7927,1.7307,2.0374,0.15226,1.3,708.71
0.82436,-0.835,2.7684,1.7112,2.0216,0.152,1.3,708.75
0.72109,-0.80688,2.7595,1.7067,2.0084,0.152,1.3,708.79
0.97422,-1.1975,2.7386,1.6856,1.9963,0.15194,1.3,708.83
0.86999,-2.0987,2.7227,1.67,1.9874,0.15171,1.3,708.88
0.68268,-4.09,2.698,1.6586,1.9617,0.1515,1.3,708.92
0.70811,-4.8336,2.689,1.6542,1.9444,0.15176,1.3,708.96
0.58711,-5.56,2.6708,1.6348,1.9429,0.1515,1.3,709
0.61858,-6.31,2.6594,1.6284,1.9331,0.15174,1.3,709.04
0.73341,-6.6925,2.6452,1.6123,1.9138,0.15161,1.3,709.08
0.65484,-7.1069,2.6423,1.6094,1.9161,0.15158,1.3,709.13
0.58947,-7.33,2.6305,1.6047,1.9161,0.15128,1.3,709.17
0.68972,-7.6297,2.6227,1.6084,1.9091,0.151,1.3,709.21
0.74649,-7.8967,2.6067,1.599,1.9049,0.151,1.3,709.25
0.82372,-8.0903,2.6015,1.5872,1.8983,0.151,9.9111,709.29
0.76683,-7.3306,2.5951,1.5853,1.8937,0.151,29.078,709.33
0.49726,-5.7698,2.597,1.5853,1.8937,0.15079,45.206,709.38
0.67133,-2.3475,2.6172,1.6104,1.9186,0.1505,637.9,709.42
0.76272,2.1459,2.6433,1.6439,1.9523,0.1505,1128.9,709.46
0.73362,3.6683,2.6294,1.6424,1.9412,0.15033,592.76,709.5
0.83104,3.4694,2.6214,1.6229,1.942,0.15026,316.21,709.54
0.70102,2.89,2.605,1.6106,1.933,0.15011,128.66,709.58
0.71343,2.7467,2.5904,1.5926,1.9193,0.1505,96.925,709.63
0.7467,0.75361,2.5648,1.5784,1.9029,0.1505,28.8,709.67
0.58121,-1.0631,2.5495,1.5614,1.8807,0.15074,1.3,709.71
0.82317,-2.4008,2.5335,1.5405,1.8537,0.1505,1.3,709.75
0.70967,-3.2721,2.5161,1.5373,1.8419,0.1505,1.3,709.79
0.83457,-4.2233,2.5082,1.5301,1.8333,0.1505,1.3,709.83
0.91692,-4.5342,2.4941,1.5183,1.8293,0.1505,1.3,709.88
0.66892,-5.2556,2.484,1.5129,1.8213,0.1505,1.3,709.92
0.76868,-5.5253,2.47,1.5035,1.8153,0.15029,1.3,709.96
0.68391,-6.0183,2.4647,1.5001,1.7972,0.15,1.3,710
0.74709,-6.31,2.4541,1.495,1.7927,0.15,1.3,710.04
0.58559,-5.9767,2.4547,1.4943,1.7927,0.15,1.3,710.08
0.77519,-5.3725,2.4439,1.4921,1.7925,0.15,1.3,710.13
0.66704,-4.8608,2.4405,1.4931,1.7859,0.15,1.3,710.17
0.81088,-3.9733,2.4376,1.4977,1.7879,0.14929,1.3,710.21
0.72233,-3.37,2.4385,1.5077,1.7883,0.14933,1.3,710.25
0.65119,-2.9,2.4282,1.4956,1.7816,0.14947,11.005,710.29
0.79696,-2.6189,2.4265,1.498,1.7905,0.14872,74.703,710.33
0.8289,-0.97562,2.4329,1.5021,1.8092,0.14875,170.41,710.38
0.69627,1.1294,2.4521,1.5206,1.8192,0.14867,388.94,710.42
0.77519,2.8708,2.4509,1.5265,1.8171,0.1485,583.61,710.46
0.55456,3.5967,2.4567,1.5327,1.8313,0.1485,602.13,710.5
1.0561,3.449,2.4445,1.5094,1.8151,0.14903,182.13,710.54
0.60287,3.4556,2.4386,1.5017,1.798,0.14911,253.11,710.58
0.69337,3.4192,2.4284,1.4903,1.7934,0.14992,158.8,710.63
0.63152,1.9703,2.4026,1.467,1.7692,0.15011,45.397,710.67
0.78458,-0.8975,2.3735,1.4432,1.7318,0.15065,1.3347,710.71
0.77389,-2.0483,2.3535,1.4149,1.7138,0.1505,1.3,710.75
0.60337,-2.7881,2.343,1.4135,1.6917,0.15094,1.3,710.79
0.64837,-2.8619,2.3326,1.4014,1.6935,0.15078,1.3,710.83
0.7704,-4,2.3251,1.4025,1.6811,0.15092,1.3,710.88
0.64224,-4.9561,2.3111,1.3907,1.6761,0.15056,1.3,710.92
0.5905,-5.7093,2.2951,1.3797,1.6646,0.1505,1.3,710.96
0.64867,-6.31,2.2935,1.3763,1.6618,0.1505,1.3,711
0.80457,-6.5862,2.2874,1.3782,1.6407,0.14979,1.3,711.04
0.87263,-6.82,2.27,1.369,1.6315,0.14956,1.3,711.08
0.86357,-7.0856,2.2644,1.3709,1.6274,0.1495,1.3,711.13
0.80256,-7.33,2.2599,1.3683,1.6165,0.14911,1.3,711.17
0.77222,-7.3842,2.2551,1.3684,1.6024,0.149,1.3,711.21
0.83066,-7.46,2.2495,1.3652,1.5925,0.1485,1.3,711.25
0.75945,-7.6153,2.2424,1.3554,1.5754,0.1485,11.786,711.29
0.86123,-7.0467,2.229,1.344,1.5647,0.14844,28.8,711.33
0.68473,-5.2921,2.2264,1.3415,1.5464,0.14813,39.373,711.38
0.66584,-2.1314,2.2401,1.3607,1.5628,0.148,402.27,711.42
0.93642,3.7864,2.269,1.4152,1.5845,0.148,944.2,711.46
1.0574,6.1858,2.2634,1.411,1.611,0.14767,551.3,711.5
0.70821,6.1488,2.2522,1.4012,1.6272,0.14726,284.48,711.54
0.90104,5.7417,2.2552,1.4028,1.6441,0.14728,103.87,711.58
0.80456,4.1517,2.2588,1.3953,1.6409,0.14833,119.16,711.63
0.61519,1.2503,2.2281,1.3644,1.6303,0.14867,30.953,711.67
0.77424,-0.75062,2.2176,1.3547,1.6164,0.14858,1.3,711.71
0.89881,-1.8167,2.2048,1.3408,1.606,0.1485,1.3,711.75
0.79765,-2.4656,2.205,1.3378,1.6124,0.14847,1.3,711.79
0.63022,-3.1481,2.2012,1.334,1.6045,0.14889,1.3,711.83
0.74779,-3.6,2.1948,1.33,1.5981,0.14817,1.3,711.88
0.65472,-4.33,2.181,1.3174,1.588,0.1485,1.3,711.92
0.76597,-4.33,2.1726,1.3122,1.5805,0.14844,1.3,711.96
0.65699,-4.82,2.1625,1.3048,1.5722,0.148,1.3,712
0.65036,-5.259,2.1585,1.3082,1.5583,0.148,1.3,712.04
0.60815,-5.4906,2.1495,1.3088,1.5488,0.14794,1.3,712.08
0.53395,-5.31,2.1461,1.3004,1.5396,0.14763,1.3,712.13
0.52529,-5.8933,2.1346,1.292,1.5249,0.14728,1.3,712.17
0.70362,-6.1399,2.1267,1.2786,1.5098,0.14726,1.3,712.21
0.549,-5.435,2.1295,1.2775,1.5051,0.14683,1.3,712.25
0.7056,-6.2579,2.1095,1.2551,1.4819,0.14653,9.7722,712.29
0.59014,-5.8656,2.0982,1.2472,1.4667,0.1465,29.286,712.33
0.57734,-4.8302,2.0915,1.2386,1.451,0.1465,43.071,712.38
0.67148,-1.1661,2.0935,1.2463,1.4646,0.146,430.88,712.42
0.87624,5.0656,2.1184,1.2846,1.485,0.146,943.96,712.46
1.0722,6.0492,2.123,1.3147,1.53,0.14583,557.13,712.5
0.79028,5.1238,2.1085,1.3065,1.5305,0.14603,257.83,712.54
0.86652,4.815,2.1162,1.3049,1.5535,0.1465,125.47,712.58
0.69759,4.6569,2.1161,1.3016,1.5498,0.14667,158.02,712.63
0.64563,2.2683,2.1086,1.2804,1.5466,0.14661,43.383,712.67
0.8115,-0.535,2.0886,1.2659,1.5482,0.14726,1.3347,712.71
0.86435,-2.0483,2.0753,1.253,1.5405,0.14717,1.3,712.75
0.61607,-2.7083,2.0806,1.2537,1.5375,0.14679,1.3,712.79
0.68461,-3.3967,2.0679,1.2432,1.521,0.147,1.3,712.83
0.78437,-4.33,2.0624,1.2376,1.5152,0.147,1.3,712.88
0.75891,-4.6022,2.0619,1.2362,1.5075,0.147,1.3,712.92
0.60504,-5.0446,2.0591,1.2243,1.4905,0.14676,1.3,712.96
0.58417,-5.31,2.0509,1.2233,1.4892,0.1465,1.3,713
0.53525,-5.31,2.0462,1.2183,1.4707,0.1465,1.3,713.04
0.56724,-5.31,2.0294,1.2026,1.4544,0.14644,1.3,713.08
0.53993,-5.4037,2.024,1.1859,1.4229,0.14613,1.3,713.13
0.61542,-5.5461,1.9965,1.1576,1.3939,0.146,1.3,713.17
0.60605,-5.4176,1.9689,1.1213,1.3549,0.146,1.3,713.21
0.53694,-5.31,1.9497,1.093,1.3258,0.1455,1.3,713.25
0.53789,-5.7961,1.9224,1.0675,1.291,0.14529,9.6854,713.29
0.61924,-5.2283,1.8988,1.04,1.2624,0.14506,34.772,713.33
0.67191,-3.94,1.8806,1.0266,1.2284,0.14483,49.946,713.38
0.67263,-0.18889,1.8807,1.0406,1.2308,0.1445,422.9,713.42
0.88758,5.3701,1.9016,1.0771,1.2623,0.1445,927.43,713.46
0.8671,7.3633,1.905,1.1195,1.3127,0.1445,563.17,713.5
0.74723,6.9844,1.9181,1.1504,1.348,0.1445,231.84,713.54
0.93813,6.1158,1.9276,1.163,1.3963,0.1445,114.15,713.58
0.71028,4.9583,1.9383,1.1669,1.4218,0.14517,118.9,713.63
0.50529,2.0775,1.9375,1.1584,1.4181,0.14583,34.703,713.67
0.86012,-0.13201,1.9277,1.1529,1.4268,0.146,1.4042,713.71
0.80515,-1.135,1.9299,1.1538,1.4278,0.146,1.3,713.75
0.70437,-1.6442,1.9352,1.1499,1.4278,0.146,1.3,713.79
0.61651,-2.2703,1.9329,1.1498,1.421,0.146,1.3,713.83
0.64686,-2.4592,1.9328,1.1537,1.4255,0.14608,1.3,713.88
0.63501,-2.6828,1.9344,1.1536,1.4232,0.146,1.3,713.92
0.64615,-2.9,1.9403,1.1581,1.4144,0.14626,1.3,713.96
0.68095,-3.3308,1.939,1.1467,1.412,0.1465,1.3,714
0.75474,-3.37,1.9362,1.1471,1.4086,0.146,1.3,714.04
0.74114,-3.4233,1.93,1.1422,1.4022,0.14583,1.3,714.08
0.70296,-3.68,1.924,1.1324,1.3934,0.146,1.3,714.13
0.68171,-3.8767,1.9152,1.1199,1.3781,0.14561,1.3,714.17
0.69413,-4.14,1.9045,1.1007,1.3452,0.14542,1.3,714.21
0.81445,-4.21,1.8872,1.0662,1.3075,0.145,1.3,714.25
0.72934,-3.9,1.8628,1.0317,1.2917,0.14494,9.7375,714.29
0.72339,-3.37,1.8393,1.0123,1.2675,0.14472,28.8,714.33
0.67546,-2.4087,1.8254,1.0073,1.2486,0.1445,41.352,714.38
0.75757,1.2703,1.8264,1.0226,1.2526,0.1445,418.45,714.42
0.69477,6.9928,1.8541,1.0772,1.2772,0.14406,942.06,714.46
0.79825,8.73,1.8783,1.1201,1.3442,0.14417,577.34,714.5
0.72121,8.63,1.8778,1.1335,1.3841,0.14456,201.79,714.54
0.83894,7.9189,1.894,1.1488,1.4067,0.14594,95.536,714.58
0.975,5.8685,1.9065,1.1432,1.412,0.14679,112.34,714.63
0.62525,2.3878,1.8903,1.1143,1.4128,0.14739,32.064,714.67
0.8654,0.675,1.8908,1.115,1.4129,0.14797,1.3,714.71
0.64464,-0.61,1.8895,1.115,1.4029,0.148,1.3,714.75
0.66332,-0.80063,1.8763,1.1075,1.3938,0.14797,1.3,714.79
